,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1900 Polaris Parkway,Columbus,OH,43240,United States,614 438 4511,https://www.mt.com,Diagnostics & Research,Diagnostics & Research,Healthcare,16400,4,8,4,5,5,1685577600,1672444800,86400,2,1321.97,1295.3,1254.48,1296.01,1321.97,1295.3,1254.48,1296.01,0.0,1.177112,33.098793,26.218668,85180,85180,106280,125970,125970,1281.54,1284.69,800,800,28330088448,1065.55,1615.97,7.1709833,1419.5886,1396.4027,0.0,0.0,USD,31143909376,0.2245,21680238,22020200,375024,377374,1682640000,1685491200,0.017,0.01491,0.97309,2.92,0.0196,0,-1.111,1672444800,1703980800,1680220800,0.083,886926976,38.87,49.07,2.48,7.883,25.151,0.20445168,0.1712712,NYQ,EQUITY,MTD,MTD,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,879517800,America/New_York,EDT,c4a6b03a-9dbf-390d-a4e6-e03dad833f1a,finmb_31468,-14400000,1286.55,1660.0,1400.0,1510.55,1500.0,2.6,hold,11,89085000,4.046,1238291968,2122909952,0.726,1.281,3950656000,176.996,0.21516001,29.514551,2308042000,607464128,921491968,0.122,0.034,0.59104997,0.31344,0.29479998,USD,2.7164
