,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Lagoon Drive,4th Floor,Redwood City,CA,94065-1562,United States,(650) 598-6000,(650) 598-6900,https://www.equinix.com,REIT—Specialty,REIT—Specialty,Real Estate,12097,2,9,8,3,5,1685577600,1672444800,86400,2,778.61,778.66,766.675,779.17,778.61,778.66,766.675,779.17,13.64,0.0175,1684800000,1.4410001,1.73,0.630985,88.06193,72.97034,225590,225590,429622,445010,445010,771.29,772.59,1200,1300,72475410432,494.89,792.03,10.37297,727.3278,673.3684,12.71,0.016323963,USD,87188537344,0.116739996,93202472,93523296,1544484,1615169,1682640000,1685491200,0.0165,0.00329,0.96632004,3.17,0.0216,0,128.633,6.024465,1672444800,1703980800,1680220800,0.755,815678016,8.8,10.62,4.67,1:32,1041292800,12.479,34.005,0.21623611,0.1712712,3.41,1684800000,NMS,EQUITY,EQIX,EQIX,"Equinix, Inc.","Equinix, Inc.",966000600,America/New_York,EDT,fe2fc2a9-fbf8-3b74-aa49-1c336ad07846,finmb_28202,-14400000,774.945,886.0,647.0,798.9,817.5,1.9,buy,20,2642577920,28.256,2564023040,17013160960,2.027,2.276,6986949120,141.436,75.847,0.01686,0.07101,2971686000,2645293824,3073466880,0.71,0.152,0.45016,0.36696997,0.11445,USD,4.0219
