,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Centene Plaza,7700 Forsyth Boulevard,Saint Louis,MO,63105,United States,314 725 4477,https://www.centene.com,Healthcare Plans,Healthcare Plans,Healthcare,74300,5,1,8,1,1,1685577600,1672444800,86400,2,65.66,65.4,64.99,66.44,65.66,65.4,64.99,66.44,0.0,0.560563,24.845282,9.841554,1287790,1287790,3411951,3719540,3719540,65.9,65.94,900,900,36130951168,61.34,98.53,0.26369107,66.8326,74.74085,0.0,0.0,USD,39829188608,0.01082,544143133,548769024,7447020,8341257,1682640000,1685491200,0.0136,0.0064700004,0.9728,2.69,0.0154,0,45.389,1.4505717,1672444800,1703980800,1680220800,0.331,1483000064,2.65,6.69,0.9,2:1,1549497600,0.291,6.527,-0.18797922,0.1712712,NYQ,EQUITY,CNC,CNC,Centene Corporation,Centene Corporation,1008253800,America/New_York,EDT,896554fe-d40d-305b-bfcf-2fb3a7b385a9,finmb_26273,-14400000,65.84,110.0,71.0,84.51,83.05,2.0,buy,18,17987999744,32.779,6102000128,21641000960,1.01,1.065,137019998208,85.925,241.625,0.03461,0.05626,24470000000,7306500096,9379000320,0.417,0.03,0.17438999,0.04453,0.03352,USD,0.7519
