,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3131 Las Vegas Boulevard South,Las Vegas,NV,89109,United States,702 770 7555,https://www.wynnresorts.com,Resorts & Casinos,Resorts & Casinos,Consumer Cyclical,27000,8,4,10,10,10,1685577600,1672444800,86400,2,103.73,104.96,104.62,107.14,103.73,104.96,104.62,107.14,1.0,0.0095999995,1684713600,0.0,2.044366,24.745369,972496,972496,2460029,2056280,2056280,106.88,106.92,800,1000,12165006336,50.2,117.86,2.8778133,107.2452,90.8831,0.0,0.0,USD,20852463616,-0.053979997,95922859,113798000,6131873,7462454,1682640000,1685491200,0.0539,0.15172,0.7073,2.2,0.0541,0,-6.351,1672444800,1703980800,1680220800,-228200000,-2.15,4.32,0.35,4.933,29.293,0.9103131,0.1712712,0.25,1684713600,NMS,EQUITY,WYNN,WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited",1035552600,America/New_York,EDT,5ae6a65b-05a9-36c6-8510-d06d0450b198,finmb_3449701,-14400000,106.9,150.0,99.0,127.18,134.0,2.4,buy,13,3843527936,34.026,711860992,13877650432,2.969,3.103,4227170048,37.391,0.00236,1892903000,52133500,215604000,0.493,0.54313,0.1684,0.0116,USD,
