,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,777 Long Ridge Road,Stamford,CT,06902,United States,203 585 2400,https://www.synchrony.com,Credit Services,Credit Services,Financial Services,18500,9,1,1,5,3,1685577600,1672444800,86400,2,32.9,32.69,32.45,32.815,32.9,32.69,32.45,32.815,0.92,0.027999999,1682899200,0.1588,2.63,1.573239,5.712042,6.1754713,1191150,1191150,5958820,5136120,5136120,32.75,32.76,900,1100,14027128832,26.59,40.885,1.7675314,30.1534,32.5971,0.91,0.027659575,USD,14464971776,0.33833,425407725,428571008,16282373,13390806,1682640000,1685491200,0.038,0.00558,1.00831,2.24,0.0504,0,29.079,1.1255544,1672444800,1703980800,1680220800,-0.355,2641999872,5.73,5.3,-1.85,1.823,0.12594116,0.1712712,0.23,1682899200,NYQ,EQUITY,SYF,SYF,Synchrony Financial,Synchrony Financial,1406813400,America/New_York,EDT,9d8744fb-a186-3d5c-997b-e6eb37ad99bb,finmb_260334235,-14400000,32.73,51.0,24.0,36.82,38.0,2.5,buy,17,15303000064,35.707,14933999616,7936000000,17.246,0.02644,0.2018,8299000000,7184000000,-0.237,-0.16,0.0,0.0,0.46522,USD,
