,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,38 Fountain Square Plaza,Cincinnati,OH,45263,United States,800 972 3030,https://www.53.com,Banks—Regional,Banks—Regional,Financial Services,19474,6,3,3,10,8,1685577600,1672444800,86400,2,26.54,26.32,25.98,26.47,26.54,26.32,25.98,26.47,1.32,0.0497,1687996800,0.3739,3.42,1.201056,7.6492753,7.8308606,1413351,1413351,7823737,6675720,6675720,26.37,26.38,1800,1100,17964095488,22.11,38.06,2.2354524,25.7026,31.6091,1.29,0.048605874,USD,37796204544,0.31234,677421360,680716032,6988078,7737648,1682640000,1685491200,0.010299999,0.0049799997,0.83148,0.85,0.0117999995,0,23.875,1.1053402,1672444800,1703980800,1680220800,0.13,2390000128,3.45,3.37,1.63,3:2,963792000,4.703,-0.22781497,0.1712712,0.33,1680134400,NMS,EQUITY,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,322151400,America/New_York,EDT,d1308428-6d07-3634-a9db-5e60d0807a23,finmb_270961,-14400000,26.39,36.0,27.1,31.66,31.5,2.0,buy,19,6711000064,9.859,24316000256,8035999744,11.684,0.01195,0.13024999,7823000000,6062000128,0.147,0.116,0.0,0.0,0.39945,USD,5.7631
