,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 North Field Court,Lake Forest,IL,60045,United States,847 482 3000,847 482 4545,https://www.packagingcorp.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,15100,9,9,1,4,7,1685577600,1672444800,86400,2,132.42,131.36,130.91,132.81,132.42,131.36,130.91,132.81,5.0,0.0378,1686700800,0.4789,3.02,0.895422,12.595397,15.732933,230264,230264,645104,709410,709410,131.35,131.49,800,900,11814392832,110.56,146.26,1.4203577,133.6946,131.0699,5.0,0.03775865,USD,14118043648,0.1161,87383522,89932200,2643031,2843295,1682640000,1685491200,0.0294,0.01573,0.96565,4.41,0.0346,0,42.179,3.114583,1672444800,1703980800,1680220800,-0.252,958200000,10.43,8.35,-1.26,1.697,7.565,-0.05082071,0.1712712,1.25,1686700800,NYQ,EQUITY,PKG,PKG,Packaging Corporation of Americ,Packaging Corporation of America,949069800,America/New_York,EDT,ff339d2d-42e7-33ae-bf90-e7b697e98cb8,finmb_98885,-14400000,131.37,165.0,106.0,132.33,136.0,3.1,hold,9,463300000,5.2,1866300032,2784100096,1.803,3.119,8317899776,74.091,91.08,0.10847,0.25625,2097600000,514924992,1450099968,-0.219,-0.075,0.24054001,0.22437,0.16886,USD,
