,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,222 West Las Colinas Boulevard,Suite 900N,Irving,TX,75039-5421,United States,972 443 4000,https://www.celanese.com,Chemicals,Chemicals,Basic Materials,13263,3,4,2,8,3,1685577600,1672444800,86400,2,114.0,111.7,107.17,111.71,114.0,111.7,107.17,111.71,2.8,0.024600001,1682640000,0.202,2.15,1.295774,8.000732,7.817597,599531,599531,1288770,1594150,1594150,109.11,109.15,1000,1000,11889440768,86.71,128.35,1.1903726,107.8938,106.85705,2.76,0.024210526,USD,26932809728,0.14848,99524525,108788000,4708779,3893617,1682640000,1685491200,0.0433,0.0034599998,0.96913004,2.95,0.0495,0,52.038,2.1001961,1672444800,1703980800,1680220800,-0.819,1494000000,13.66,13.98,2.99,2.697,15.479,-0.08138597,0.1712712,0.7,1682640000,NYQ,EQUITY,CE,CE,Celanese Corporation Celanese C,Celanese Corporation,1106317800,America/New_York,EDT,7a861313-38bf-355e-8a56-311f264aa6aa,finmb_405277,-14400000,109.29,150.0,100.0,124.46,123.0,2.5,buy,24,1167000064,10.727,1740000000,15228999680,0.904,1.674,9987999744,248.434,92.062,0.03959,0.27105,2380000000,-521500000,1407000064,-0.819,0.124,0.22687,0.17421,0.122150004,USD,4.6286
