,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12061 Bluemont Way,Reston,VA,20190,United States,703 948 3200,https://www.verisign.com,Software—Infrastructure,Software—Infrastructure,Technology,914,6,9,2,2,5,1685577600,1672444800,86400,2,223.69,222.23,221.04,224.39,223.69,222.23,221.04,224.39,1304553600,0.0,1.003521,34.14638,27.770678,116952,116952,475972,496700,496700,221.34,221.57,800,800,23068715008,157.34,229.72,15.993285,220.638,202.34535,0.0,0.0,USD,24058826752,0.48183998,103148100,104096000,832491,848756,1682640000,1685491200,0.008,0.01054,0.96392,1.83,0.0092,0,-15.281,1672444800,1703980800,1680220800,0.135,695000000,6.49,7.98,4.1,2:1,944524800,16.68,23.911,0.39214587,0.1712712,2.75,1304553600,NMS,EQUITY,VRSN,VRSN,"VeriSign, Inc.","VeriSign, Inc.",886170600,America/New_York,EDT,994d23c4-bd6e-34e9-9e25-7f9a666ca01a,finmb_36216,-14400000,221.61,265.0,201.8,239.7,246.0,2.0,buy,4,1015000000,9.751,1006200000,1788499968,0.866,0.916,1442400000,13.534,0.32156,1224200000,713887488,883000000,0.189,0.05,0.86140996,0.69759005,0.66528,USD,3.1375
