,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Two Folsom Street,San Francisco,CA,94105,United States,415 427 0100,https://www.gapinc.com,Apparel Retail,Apparel Retail,Consumer Cyclical,95000,3,5,5,1,2,1685577600,1672444800,86400,2,9.58,9.49,9.02,9.505,9.58,9.49,9.02,9.505,0.6,0.0618,1688342400,1.902464,11.030488,3289873,3289873,9501375,8680120,8680120,9.04,9.05,900,4000,3329075456,7.22,15.49,0.21596338,8.8854,10.9121,0.6,0.06263048,USD,8303982592,-0.0037599998,185677221,368056992,40525091,29555568,1682640000,1685491200,0.1101,0.51060003,0.6066,3.76,0.25959998,0,5.938,1.5232401,1674864000,1706400000,1682726400,-58000000,-0.16,0.82,-5.15,3:2,930009600,0.539,12.525,0.08616781,0.1712712,0.15,1680566400,NYQ,EQUITY,GPS,GPS,"Gap, Inc. (The)","The Gap, Inc.",322151400,America/New_York,EDT,8c578de3-7278-3da4-88d7-63ea86c5cf20,finmb_274265,-14400000,9.045,18.0,6.0,10.61,10.0,3.1,hold,17,1170000000,3.179,663000000,5948000256,0.401,1.468,15415000064,272.22,42.089,0.00625,-0.025,6630000000,604625024,984000000,-0.058,0.43800998,0.04301,0.00753,USD,
