,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4300 Wilson Boulevard,11th Floor,Arlington,VA,22203,United States,703 522 1315,https://www.aes.com,Utilities—Diversified,Utilities—Diversified,Utilities,9100,4,3,7,4,3,1685577600,1672444800,86400,2,21.34,21.25,20.885,21.25,21.34,21.25,20.885,21.25,0.66,0.0309,1682640000,2.96,0.936267,10.966146,812191,812191,5800895,9283940,9283940,21.01,21.01,900,1400,14092869632,18.9,29.89,1.0837334,22.1434,25.0642,0.648,0.03036551,USD,41073623040,-0.039219998,666497733,669336000,15166988,12474464,1682640000,1685491200,0.0227,0.0038100001,0.97325,2.43,0.0348,0,2.277,9.246817,1672444800,1703980800,1680220800,0.313,-510000000,-0.77,1.92,1.75,2:1,959904000,3.159,11.857,0.07290101,0.1712712,0.166,1682640000,NYQ,EQUITY,AES,AES,The AES Corporation,The AES Corporation,677943000,America/New_York,EDT,76b75934-57e2-3b50-befe-2dcd63cf388f,finmb_35312,-14400000,21.055,33.0,24.0,29.38,30.0,1.9,buy,8,2263000064,3.381,3464000000,24831000576,0.608,1.128,13004000256,432.144,19.46,0.04067,-0.08401,2548000000,-3173125120,2883000064,0.312,0.136,0.20086001,0.26638,0.18517,USD,1.6619
