,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1585 Broadway,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com,Capital Markets,Capital Markets,Financial Services,82000,10,5,5,6,8,1685577600,1672444800,86400,2,88.09,87.1,86.25,87.21,88.09,87.1,86.25,87.21,3.1,0.0352,1682640000,0.5189,2.7,1.333098,14.891938,11.363874,2225746,2225746,6958400,7468750,7468750,86.85,86.86,1300,800,144998940672,72.05,100.99,2.7396026,85.6552,87.84975,3.1,0.035191283,USD,-52284686336,0.19542,1288175391,1670109952,22256360,21840539,1682640000,1685491200,0.013300001,0.22863,0.63444,3.25,0.0173,0,55.125,1.574966,1672444800,1703980800,1680220800,-0.187,9834000384,5.83,7.64,2.73,2:1,948931200,-0.988,0.18035638,0.1712712,0.775,1682640000,NYQ,EQUITY,MS,MS,Morgan Stanley,Morgan Stanley,730477800,America/New_York,EDT,7a663cae-a1b7-32a6-bdc2-868158ed584d,finmb_472898,-14400000,86.82,112.0,80.0,96.64,102.0,2.4,buy,22,573242998784,343.236,363960008704,1.67,1.951,52927000576,356.985,31.712,0.008669999,0.1019,46437000000,-16501000192,-0.158,-0.031,0.86706,0.0,0.32022998,USD,2.9795
