,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,20408 Bashan Drive,Suite 231,Ashburn,VA,20147,United States,703 245 9700,https://www.dxc.technology,Information Technology Services,Information Technology Services,Technology,130000,1,7,9,3,4,1685577600,1703980800,86400,2,27.44,27.22,26.95,27.38,27.44,27.22,26.95,27.38,1585008000,0.0,1.965845,6.0254984,474168,474168,1838248,2042140,2042140,27.13,27.15,1400,800,5726288896,22.11,33.12,0.39683223,24.6002,26.6153,0.0,0.0,USD,9627359232,-0.03936,209296491,210719008,8187689,7706063,1682640000,1685491200,0.0388,0.0066299997,0.92719,3.85,0.044699997,0,16.286,1.668611,1680220800,1711843200,1680220800,-568000000,-2.46,4.51,0.54,1156:1000,1527811200,0.667,17.315,-0.10560626,0.1712712,0.21,1585008000,NYQ,EQUITY,DXC,DXC,DXC Technology Company,DXC Technology Company,378657000,America/New_York,EDT,a0b78e07-1c4f-30f8-908d-dabe417ca847,finmb_263093,-14400000,27.175,35.0,25.0,29.77,32.0,2.7,hold,13,1858000000,8.794,556000000,5365000192,1.022,1.181,14430000128,140.445,63.016,-0.027479999,-0.12311,-98375000,1415000064,-0.104,0.22065,0.03853,-0.054819997,USD,
