,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Lodging,Consumer Cyclical,159000,5,8,6,8,8,1685577600,1672444800,86400,2,140.81,139.97,138.75,140.815,140.81,139.97,138.75,140.815,0.6,0.0043,1684368000,0.1319,1.230633,30.646152,20.905548,577275,577275,1656427,1562060,1562060,139.53,139.57,800,800,36899590144,108.41,152.89,9.220287,142.7844,136.9783,0.6,0.004261061,USD,45940064256,0.31209,260366048,264627008,4254672,4308908,1682640000,1685491200,0.0161,0.01857,0.98234004,2.7,0.0164,0,-5.35,1672444800,1703980800,1680220800,-0.028,1248999936,4.55,6.67,0.83,1000:2052,1483488000,11.479,19.182,0.23042643,0.1712712,0.15,1684368000,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,29fb9b23-7d6a-3acd-8d08-6a8739433cd0,finmb_29470,-14400000,139.44,170.0,142.0,156.71,157.0,2.4,buy,17,901000000,3.405,2395000064,9571999744,0.649,0.755,4001999872,14.727,0.09129,2737000000,1426375040,1816000000,0.027,0.397,0.73388,0.59845,0.55972,USD,1.2978
