,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,233 South Wacker Drive,Chicago,IL,60606,United States,872 825 4000,https://www.united.com,Airlines,Airlines,Industrials,96300,8,2,9,10,10,1685577600,1672444800,86400,2,53.5,52.8,52.1593,53.0591,53.5,52.8,52.1593,53.0591,1199664000,0.0,1.414788,8.950597,4.8468633,2529813,2529813,7078877,5850610,5850610,52.57,52.58,800,800,17231491072,31.58,55.04,0.35297412,46.2824,43.82405,0.0,0.0,USD,37574336512,0.039330002,326306070,327968992,21244823,17033020,1682640000,1685491200,0.0648,0.00427,0.65413004,3.28,0.0734,0,20.331,2.5842311,1672444800,1703980800,1680220800,1920000000,5.87,10.84,0.08,0.77,5.997,0.46575344,0.1712712,2.15,1199664000,NMS,EQUITY,UAL,UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",1139236200,America/New_York,EDT,4a481841-643c-3bcc-9402-e0d8a11d2bcb,finmb_309845,-14400000,52.54,80.0,43.0,62.41,64.0,2.3,buy,15,17155999744,52.31,6264999936,37184000000,0.822,0.913,48817999872,557.648,149.291,0.03523,0.3731,13186000000,77250000,7731999744,0.511,0.31001,0.12833,0.080520004,USD,0.1376
