,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1020 Hull Street,3rd Floor,Baltimore,MD,21230-2080,United States,410 468 2512,https://www.underarmour.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,7600,3,4,4,10,7,1685577600,1640908800,86400,2,7.2,7.14,6.91,7.14,7.2,7.14,6.91,7.14,0.0,1.61514,8.058139,15.4,1151844,1151844,3129621,3055779,3055779,6.93,6.94,2200,3000,3216365312,5.74,11.415,0.5448109,7.3404,8.044,0.0,0.0,USD,4010362880,0.065510005,386456250,221440992,7756420,8156206,1682640000,1685491200,0.0174,0.16760999,0.67747,1.87,0,4.496,1.5413702,1680220800,1711843200,1680220800,386768992,0.86,0.45,1.007098:1,1465776000,0.679,9.471,-0.10891092,0.1712712,NYQ,EQUITY,UA,UA,"Under Armour, Inc.","Under Armour, Inc.",1458739800,America/New_York,EDT,3943d879-5e03-38e3-b07b-5b71eac1b669,finmb_8740684,-14400000,6.93,26.2,26.2,26.2,26.2,2.0,buy,1,711910016,1.601,423431008,1521181056,1.084,2.181,5903635968,76.12,13.078,0.03837,0.20753,-211300368,-9914000,0.075,0.44876,0.07172,0.048410002,USD,1.2479
