,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,20 On Hatch,Lower Hatch Street,Dublin,2,Ireland,353 1 438 1700,https://www.medtronic.com,Medical Devices,Medical Devices,Healthcare,95000,9,4,6,6,6,1685577600,1672444800,86400,2,89.15,88.52,88.16,89.27,89.15,88.52,88.16,89.27,2.76,0.031,1687392000,0.96449995,2.3,0.721478,31.59929,16.35046,1798049,1798049,6028272,5896010,5896010,89.18,89.2,1000,800,118588481536,75.77,95.6,3.7976263,86.2128,83.0787,2.73,0.030622546,USD,135228628992,0.120340005,1329571384,1330809984,8853683,11409019,1682640000,1685491200,0.0067000003,0.00093999994,0.84540004,1.53,0.0067000003,0,38.685,2.3034768,1682640000,1714262400,1682640000,-0.206,3758000128,2.82,5.45,9.88,2:1,938390400,4.331,14.768,0.004959941,0.1712712,0.68,1679529600,NYQ,EQUITY,MDT,MDT,Medtronic plc.,Medtronic plc,105197400,America/New_York,EDT,c9b9ae1b-4267-324d-8899-95d8371bbb3b,finmb_31348,-14400000,89.11,104.0,77.0,91.23,90.0,2.5,buy,22,7959000064,5.981,9157000192,24363999232,1.542,2.395,31227000832,47.158,23.482,0.04439,0.0725,4549000192,6039000064,-0.2,0.056,0.66196,0.29323998,0.20687,USD,1.7886
