,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,127 Public Square,Cleveland,OH,44114-1306,United States,216 689 3000,https://www.key.com,Banks—Regional,Banks—Regional,Financial Services,18220,3,5,1,2,1,1685577600,1672444800,86400,2,9.93,9.88,9.68,9.9,9.93,9.88,9.68,9.9,0.82,0.082600005,1685059200,0.45200002,4.2,1.253521,5.5056496,5.632948,4944797,4944797,24299327,21313170,21313170,9.74,9.75,4000,1300,9114147840,8.54,20.3,1.3595089,10.5238,15.4923,0.8,0.08056395,USD,44970176512,0.26566,931149278,935264000,33998103,30771533,1682640000,1685491200,0.0364,0.00324,0.83769,1.36,0.0414,0,12.641,0.7709042,1672444800,1703980800,1680220800,-0.304,1648000000,1.77,1.73,-3.22,2:1,889401600,6.708,-0.4332192,0.1712712,0.205,1685059200,NYQ,EQUITY,KEY,KEY,KeyCorp,KeyCorp,563121000,America/New_York,EDT,3b5949e0-c26b-3776-ba47-52a276de9570,finmb_329376,-14400000,9.745,38.0,11.0,15.07,14.75,2.5,buy,20,2299000064,2.458,35482001408,6704000000,7.246,0.00937,0.11981,6743000000,4305999872,-0.34,-0.024,0.0,0.0,0.32786,USD,5.1162
