,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,116 Huntington Avenue,11th Floor,Boston,MA,02116-5749,United States,(617) 375-7500,(617) 375-7575,https://www.americantower.com,REIT—Specialty,REIT—Specialty,Real Estate,6391,2,2,6,2,1,1685577600,1672444800,86400,2,192.89,191.59,190.368,193.17,192.89,191.59,190.368,193.17,6.28,0.0326,1686787200,1.4966,1.98,0.571478,64.59933,38.995934,667194,667194,2000432,1931180,1931180,191.56,191.86,1100,900,89415008256,178.17,282.47,8.265392,196.1248,209.35535,6.02,0.031209497,USD,141844774912,0.12848,465157752,466043008,4096320,4176693,1682640000,1685491200,0.0088,0.0015,0.93234,1.96,0.010199999,0,11.601,16.538229,1672444800,1703980800,1680220800,-0.528,1389900032,2.97,4.92,4.57,13.112,21.427,-0.21859431,0.1712712,1.57,1686787200,NYQ,EQUITY,AMT,AMT,American Tower Corporation (REI,American Tower Corporation,888589800,America/New_York,EDT,93037c7a-3d3b-3a0c-bac0-a08bc747c258,finmb_24766,-14400000,191.86,271.0,213.0,241.13,240.0,1.9,buy,15,1803000064,3.869,6620000256,46909001728,0.382,0.458,10817999872,382.921,23.316,0.030079998,0.121759996,7447300000,4684387328,4103099904,-0.538,0.04,0.69768,0.61194,0.30381,USD,1.7465
