,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,90 Whitfield Street,2nd Floor,London,W1T 4EZ,United Kingdom,44 207 632 8600,https://www.capriholdings.com,Luxury Goods,Luxury Goods,Consumer Cyclical,10400,4,3,6,5,5,1685577600,1703980800,86400,2,36.93,36.58,35.445,36.592,36.93,36.58,35.445,36.592,0.0,2.298943,7.8199563,5.380597,702635,702635,2484316,3008790,3008790,36.09,36.11,1100,1000,4231440640,34.25,69.25,0.7530594,39.9528,48.12415,0.0,0.0,USD,7690746368,0.10963,114530966,117377000,5783398,5417161,1682640000,1685491200,0.0493,0.02537,0.96332,2.14,0.0629,0,15.748,2.2891796,1680307200,1711929600,1680307200,616000000,4.61,6.7,1.95,1.369,7.637,-0.17695564,0.1712712,NYQ,EQUITY,CPRI,CPRI,Capri Holdings Limited,Capri Holdings Limited,1323959400,America/New_York,EDT,505dac2c-1064-37fd-98cf-5af2920ed8e4,finmb_143971118,-14400000,36.05,68.0,36.0,50.86,52.5,2.3,buy,18,249000000,2.121,1007000000,3604000000,0.44,1.29,5618999808,194.916,42.397,0.07005,0.28092,3715000000,527500000,771000000,-0.105,0.66115,0.17920999,0.14736,USD,0.9144
