,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1211 Avenue of the Americas,New York,NY,10036,United States,212 852 7000,https://www.foxcorporation.com,Entertainment,Entertainment,Communication Services,10600,2,6,6,10,10,1685577600,1672444800,86400,2,31.5,31.37,30.87,31.5,31.5,31.37,30.87,31.5,0.5,0.0159,1677542400,0.2336,0.861308,14.481308,13.187235,180610,180610,1230146,1121750,1121750,30.96,30.97,800,800,16205166592,26.35,34.42,1.0865742,30.029,30.075075,0.5,0.015873017,USD,20237082624,0.078449994,398885698,235580992,3066453,2250087,1682640000,1685491200,0.0061000003,0.43157002,0.5326,2.01,0.0232,0,20.124,1.5399523,1656547200,1688083200,1680220800,1170000000,2.14,2.35,2.72,1.357,6.306,0.045122743,0.1712712,0.25,1677542400,NMS,EQUITY,FOX,FOX,Fox Corporation,Fox Corporation,1552483800,America/New_York,EDT,1cbdb804-3b37-37c9-8a83-582f9218c8b4,finmb_546623668,-14400000,30.99,51.5,51.5,51.5,51.5,none,1,4145999872,8.216,3208999936,8216999936,1.565,1.754,14913999872,78.594,27.517,0.07841,0.10912,4857000000,2488375040,2240000000,0.182,0.35457,0.21517,0.1868,USD,
