,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,208 South Akard Street,Dallas,TX,75202,United States,210 821 4105,https://www.att.com,Telecom Services,Telecom Services,Communication Services,157790,1,3,3,3,1,1685577600,1672444800,86400,2,16.06,16.02,15.8,16.08,16.06,16.02,15.8,16.08,1.11,0.0692,1680739200,7.04,0.770774,6.438745,14328343,14328343,38220003,37017950,37017950,15.9,15.91,4000,2900,113695555584,14.46,21.53,0.9383299,17.1094,17.9554,1.11,0.06911582,USD,290461941760,-0.07515,7137061170,7149000192,94183676,82983111,1682640000,1685491200,0.013200001,0.00084,0.55649,2.41,0.013200001,0,13.903,1.1439042,1672444800,1703980800,1680220800,-0.121,-8454000128,-1.18,2.47,-10.37,1324:1000,1649635200,2.397,6.631,-0.19539076,0.1712712,0.278,1680739200,NYQ,EQUITY,T,T,AT&T Inc.,AT&T Inc.,438273000,America/New_York,EDT,b9ece18c-950a-3bfa-ab0f-dbfa4ff731d3,finmb_100231,-14400000,15.9037,28.0,9.0,20.73,20.0,2.5,buy,21,2860000000,0.4,43805999104,169558999040,0.301,0.514,121168003072,156.498,16.918,0.03654,-0.05134,69893000000,9586750464,32969000960,-0.127,0.014,0.58368,0.36153,0.23594,USD,3.2507
