,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Vanderbilt Avenue,New York,NY,10017-3852,United States,212 594 2700,212 216 1790,https://www.slgreen.com,REIT—Office,REIT—Office,Real Estate,1137,4,7,10,8,9,1685577600,1672444800,86400,2,26.58,26.8,25.89,26.81,26.58,26.8,25.89,26.81,3.25,0.12189999,1687996800,5.98,1.466197,-15.263158,504711,504711,2997454,2457810,2457810,26.16,26.2,3200,800,1688213248,19.06,51.69,2.122751,23.5774,33.5568,3.57,0.13431151,USD,8874040320,-0.14983,64098068,64375500,17440375,18058781,1682640000,1685491200,0.2709,0.004,0.77165,8.32,0.39270002,0,65.843,0.39639747,1672444800,1703980800,1680220800,-142796000,-2.24,-1.71,1.03,97:100,1642982400,11.158,26.459,-0.44934744,0.1712712,0.271,1685404800,NYQ,EQUITY,SLG,SLG,SL Green Realty Corp,SL Green Realty Corp.,871651800,America/New_York,EDT,e5d84353-6e11-3db0-86a4-348df3dcc442,finmb_364744,-14400000,26.1,84.0,17.0,30.57,23.5,3.1,hold,14,169300000,2.63,335383008,6590500864,1.005,1.423,795294976,132.332,12.456,0.00488,-0.02495,424147000,157159648,237035008,0.179,0.53981996,0.42171,0.1146,USD,
