,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 West Street,New York,NY,10282,United States,212 902 1000,https://www.goldmansachs.com,Capital Markets,Capital Markets,Financial Services,45400,5,5,5,6,6,1685577600,1672444800,86400,2,338.31,335.32,329.23,335.86,338.31,335.32,329.23,335.86,10.0,0.0296,1685491200,0.3382,1.99,1.411971,11.757835,8.649725,780816,780816,2138443,2380090,2380090,329.84,330.05,1400,1000,109761036288,277.84,389.58,2.4569883,330.738,340.36765,9.5,0.028080754,USD,-208681664512,0.23629,347602773,332448000,3645468,3603389,1682640000,1685491200,0.011,0.00545,0.73542,2.0,0.011,0,304.976,1.082577,1672444800,1703980800,1680220800,-0.179,9966999552,28.08,38.17,9.57,-4.671,0.18784451,0.1712712,2.5,1685491200,NYQ,EQUITY,GS,GS,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",925824600,America/New_York,EDT,71a75a16-7c33-358b-bb56-1764255c880a,finmb_398625,-14400000,330.16,470.0,330.0,386.93,387.5,2.3,buy,24,960122978304,2744.974,621784989696,1.54,1.637,44672999424,526.356,127.292,0.00675,0.09012,37530000000,37646000128,-0.183,0.002,0.83608,0.0,0.29875,USD,2.1368
