,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2500 Lake Cook Road,Riverwoods,IL,60015,United States,224 405 0900,https://www.discover.com,Credit Services,Credit Services,Financial Services,20200,8,2,9,5,6,1685577600,1672444800,86400,2,115.32,114.8,114.03,115.3,115.32,114.8,114.03,115.3,2.8,0.024300002,1684886400,0.16149999,2.2,1.426056,7.74529,8.244628,487231,487231,2039370,2492650,2492650,115.06,115.09,800,900,29227915264,87.64,119.91,2.6861422,103.0772,102.8815,2.4,0.020811655,USD,38362054656,0.37919,252668684,253946000,6884144,4172541,1682640000,1685491200,0.0271,0.0070499997,0.90032995,3.32,0.0317,0,51.671,2.2274582,1672444800,1703980800,1680220800,-0.214,4038000128,14.86,13.96,1.19,3.526,0.22057581,0.1712712,0.7,1684886400,NYQ,EQUITY,DFS,DFS,Discover Financial Services,Discover Financial Services,1181827800,America/New_York,EDT,c1bb62b6-3c65-3e37-a0b7-15faad0bdf8d,finmb_3695566,-14400000,115.095,131.0,101.0,117.43,118.5,2.4,buy,14,10142000128,39.938,18162999296,1.137,1.138,10881000448,126.881,40.114,0.03431,0.29739,10465000000,7197000192,-0.152,-0.035,0.95157,0.0,0.50924,USD,
