,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,377 Simarano Drive,Marlborough,MA,01752,United States,508 373 1100,508 373 1424,https://www.ipgphotonics.com,Semiconductor Equipment & Materials,Semiconductor Equipment & Materials,Technology,6230,2,2,4,2,1,1685577600,1672444800,86400,2,134.75,134.73,132.255,136.91,134.75,134.73,132.255,136.91,1355875200,0.0,1.205281,62.48114,22.56559,97651,97651,224612,368020,368020,132.91,132.91,2900,800,6266100224,79.88,137.33,4.454335,115.0686,104.41285,0.0,0.0,USD,5325587968,0.07142,30571232,47305600,368731,768972,1682640000,1685491200,0.0078,0.38709,0.64334,1.65,0.0216,0,49.434,2.6795325,1672444800,1703980800,1680220800,-0.136,100472000,2.12,5.87,5.81,3.786,17.632,0.44566035,0.1712712,NMS,EQUITY,IPGP,IPGP,IPG Photonics Corporation,IPG Photonics Corporation,1166020200,America/New_York,EDT,3ec3e5b3-97ad-3203-bdae-d1896ba5c5be,finmb_427949,-14400000,132.46,170.0,112.0,138.14,134.0,2.5,buy,7,1069609984,22.611,302040000,20771000,5.29,7.677,1406742016,0.888,28.451,0.047020003,0.04013,555413000,132566752,233506000,-0.038,-0.062,0.37713,0.21471001,0.15427,USD,
