,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Household & Personal Products,Consumer Defensive,11012,8,7,10,10,10,1685577600,1672444800,86400,2,12.44,12.29,12.12,12.35,12.44,12.29,12.12,12.35,1581638400,0.0,1.873591,64.289474,26.554348,1413594,1413594,5053382,5080630,5080630,12.23,12.24,1800,3100,10416915456,6.19,12.64,1.9395463,11.7062,9.51805,0.0,0.0,USD,15372592128,0.03608,359274769,852796992,19212390,16341734,1682640000,1685491200,0.0225,0.59534,0.36931,3.38,0.0533,0,4.383,2.786904,1656547200,1688083200,1680220800,1.022,179400000,0.19,0.46,1.05,2.862,18.128,0.687924,0.1712712,0.125,1581638400,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,c8e2a7b1-0a75-38ff-8d81-6c4cc6451971,finmb_795040,-14400000,12.215,16.0,11.5,13.32,13.0,2.4,buy,14,245000000,0.287,848000000,4609900032,0.257,0.694,5370800128,111.444,6.352,0.01941,0.05074,3381200000,365875008,487900000,1.0,0.087,0.6376,0.15788999,0.07509,USD,
