,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,38/39 Fitzwilliam Square,Dublin 2,Dublin,D02 NX53,Ireland,353 1 234 3136,https://www.seagate.com,Computer Hardware,Computer Hardware,Technology,40000,6,5,7,7,7,1685577600,1672444800,86400,2,63.6,62.83,62.4,63.33,63.6,62.83,62.4,63.33,2.8,0.0423,1687219200,4.44,1.118309,25.914938,609616,609616,2403677,2758100,2758100,62.59,62.62,1300,800,12933306368,47.47,83.78,1.5378486,60.717,59.4441,2.8,0.044025157,USD,18511396864,-0.01914,192601104,207082000,9999536,8723209,1682640000,1685491200,0.048299998,0.00563,0.88619006,4.7,0.0594,0,-4.849,1656633600,1688169600,1680220800,-161000000,-0.83,2.41,-49.06,2.201,28.969,-0.115543306,0.1712712,0.7,1679356800,NMS,EQUITY,STX,STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,1039617000,America/New_York,EDT,db8faad9-e67f-3bc2-8b00-0e10d60de875,finmb_3738520,-14400000,62.455,72.0,33.0,62.83,65.0,2.6,hold,18,772000000,3.728,639000000,5968000000,0.485,0.988,8409999872,40.287,0.0075199995,3469000000,112625000,904000000,-0.336,0.21474001,0.07598,0.012250001,USD,
