,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9348 Civic Center Drive,Beverly Hills,CA,90210,United States,310 867 7000,https://www.livenationentertainment.com,Entertainment,Entertainment,Communication Services,12800,9,10,10,9,10,1685577600,1672444800,86400,2,90.18,89.57,88.89,90.1,90.18,89.57,88.89,90.1,0.0,1.279929,114.153854,63.600002,381824,381824,1796101,2017550,2017550,89.01,89.04,800,800,20469495808,64.25,99.66,1.1368257,76.6634,75.6669,0.0,0.0,USD,23208495104,0.01905,146056330,229891008,13000720,11845204,1682640000,1685491200,0.056599997,0.32073003,0.72128,6.01,0.083500005,0,-2.022,1672444800,1703980800,1680220800,177010000,0.78,1.4,1.75,1.289,17.359,0.07382715,0.1712712,NYQ,EQUITY,LYV,LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",1135175400,America/New_York,EDT,1aa099bd-7979-3787-a75f-cd7102e44fd4,finmb_384687,-14400000,89.04,115.0,75.0,98.18,98.0,2.1,buy,17,6991987200,30.685,1336987008,8401355776,0.923,1.077,18005835776,1064.142,79.539,0.03126,0.81978995,4343730000,1372917248,1789611008,0.735,0.25679,0.074250005,0.048449997,USD,3.0393
