,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1111 Expedia Group Way West,Seattle,WA,98119,United States,206 481 7200,https://www.expediagroup.com,Travel Services,Travel Services,Consumer Cyclical,16500,10,10,10,10,10,1685577600,1672444800,86400,2,105.87,104.97,104.9,107.58,105.87,104.97,104.9,107.58,1583712000,0.0,1.603169,53.537876,9.114789,768756,768756,2581027,3321240,3321240,105.87,106.08,900,800,15701989376,82.39,124.95,1.2995108,96.6918,98.9741,0.0,0.0,USD,17739948032,0.02723,141765582,142600992,4668280,3792865,1682640000,1685491200,0.0315,0.00485,0.97676,1.73,0.0374,5523450,12.245,8.657002,1672444800,1703980800,1680220800,329000000,1.98,11.63,0.39,1:2,1324425600,1.468,12.883,0.071775675,0.1712712,0.34,1583712000,NMS,EQUITY,EXPE,EXPE,"Expedia Group, Inc.","Expedia Group, Inc.",1121952600,America/New_York,EDT,7a3a4658-7dda-3ee4-bdf5-94a0eb6dd758,finmb_25915843,-14400000,106.005,175.0,90.0,125.04,120.0,2.5,buy,26,5948000256,40.155,1376999936,6547999744,0.583,0.83,12083000320,199.027,77.601,0.02994,0.09508,10010000000,2579249920,3606000128,0.185,0.85931,0.11396,0.09824,USD,0.7144
