,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,111 Pine Street,2nd Floor,San Francisco,CA,94111,United States,415 392 1400,415 392 1413,https://www.firstrepublic.com,Banks—Regional,Banks—Regional,Financial Services,7213,7,9,8,6,8,1682899200,1640908800,86400,4,6.19,6.59,2.985,6.6,6.19,6.59,2.985,6.6,1674604800,0.1248,1.27,1.010726,0.42545456,-3.2499998,0,0,64633037,11623742,11623742,0.0,0.0,1000,2900,653628736,0.265,16.36,0.1174535,2.4722333,2.4722333,0.81,0.13085622,USD,97792352256,0.27547002,183742000,186219008,56008901,8989024,1678838400,1681430400,0.3008,0.00675,0.94149,0.7,0.3027,0,77.605,0.045229044,1672444800,1703980800,1680220800,-0.329,1372000000,8.25,-1.08,0.04,17.573,-0.97589374,0.1712712,0.27,1674604800,NYQ,EQUITY,FRC,FRC,FIRST REPUBLIC BANK,First Republic Bank,1682343000,America/New_York,EDT,fee69989-f4a1-3376-afc2-a35094ec5540,finmb_272383,-14400000,3.51,90.0,10.0,37.67,13.0,3.4,hold,3,13159000064,71.13,106668998656,5565000192,30.535,0.0073,0.08979999,5758000000,-0.385,-0.139,0.0,0.0,0.37448,USD,0.0229
