,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,50 Northern Avenue,Boston,MA,02210,United States,617 341 6100,https://www.vrtx.com,Biotechnology,Biotechnology,Healthcare,4800,9,6,8,6,8,1685577600,1672444800,86400,2,347.89,350.39,342.95,350.39,347.89,350.39,342.95,350.39,0.0,0.494014,27.428913,21.463125,332737,332737,1227062,1287080,1287080,343.02,343.22,900,800,88445935616,265.98,354.46,9.605335,336.2148,309.2609,0.0,0.0,USD,79974727680,0.35401002,256840758,257552000,3072125,3235493,1682640000,1685491200,0.0119,0.00159,0.95879996,2.27,0.0119,0,56.046,6.1272883,1672444800,1703980800,1680220800,-0.082,3259699968,12.52,16.0,2.91,2:1,967075200,8.685,17.317,0.28767073,0.1712712,NMS,EQUITY,VRTX,VRTX,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,680362200,America/New_York,EDT,625901ce-605e-369e-9a46-a48cf891450f,finmb_36235,-14400000,343.41,456.0,305.0,373.46,380.0,2.1,buy,26,10414100480,40.435,4618399744,789200000,3.953,4.284,9208000512,5.468,35.874,0.16804,0.25728,5323100000,3628937472,4073600000,-0.091,0.132,0.59055,0.50156,0.48514,USD,0.5577
