,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,333 North Central Avenue,Phoenix,AZ,85004-2189,United States,602 366 8100,https://fcx.com,Copper,Copper,Basic Materials,25600,3,4,3,4,2,1685577600,1672444800,86400,2,39.89,39.55,38.58,39.66,39.89,39.55,38.58,39.66,0.6,0.015,1681344000,0.33150002,1.991549,21.73889,18.032257,4880421,4880421,12545970,12031140,12031140,39.11,39.12,900,1100,56084639744,24.8,46.73,2.6006048,37.709,37.1296,0.6,0.015041364,USD,69547786240,0.120749995,1425704196,1433289984,21276017,20296676,1682640000,1685491200,0.0148,0.00563,0.80604,1.69,0.0149,0,11.197,3.4946864,1672444800,1703980800,1680220800,-0.566,2596999936,1.8,2.17,-2.36,2:1,1296604800,3.225,8.672,0.17220104,0.1712712,0.15,1681344000,NYQ,EQUITY,FCX,FCX,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,805383000,America/New_York,EDT,3a447e02-efa8-35e4-90c2-8f814502ceb8,finmb_273607,-14400000,39.13,57.0,29.0,45.97,46.0,2.3,buy,20,6851999744,4.781,8019999744,9635000320,1.616,2.792,21565999104,37.566,15.023,0.07328,0.14586,9710000000,910499968,4497999872,-0.558,-0.184,0.39326,0.37188,0.27111998,USD,
