,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,711 High Street,Des Moines,IA,50392,United States,515 247 5111,https://www.principal.com,Asset Management,Asset Management,Financial Services,19300,3,4,2,9,5,1685577600,1672444800,86400,2,74.78,73.73,72.145,73.96,74.78,73.73,72.145,73.96,2.56,0.0342,1685491200,0.1507,4.01,1.28169,4.2951736,9.782171,431586,431586,1532267,1247870,1247870,72.99,73.03,800,800,17716506624,61.05,96.17,1.0291259,71.7146,80.626,2.56,0.034233753,USD,18068594688,0.25169,241747808,242775008,6045995,5806968,1682640000,1685491200,0.0249,0.00767,0.77411,4.23,0.028299998,0,42.032,1.7361771,1672444800,1703980800,1680220800,4332800000,16.99,7.46,1.67,1.05,3.138,0.1420281,0.1712712,0.64,1685491200,NMS,EQUITY,PFG,PFG,Principal Financial Group Inc,"Principal Financial Group, Inc.",1003843800,America/New_York,EDT,070c5788-dc34-3cbc-b653-cb6187401064,finmb_201105,-14400000,72.975,94.0,60.0,75.33,75.0,3.5,hold,12,5528399872,22.772,5758450176,5126700032,0.449,1.426,17215100928,48.67,69.669,0.01154,0.38384998,11026000000,328375008,3836699904,-0.089,0.60907,0.3345,0.31701002,USD,
