,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,888 Seventh Avenue,New York,NY,10019-4499,United States,212-894-7000,(201) 587-0600,https://www.vno.com,REIT—Office,REIT—Office,Real Estate,3146,2,3,9,7,6,1685577600,1672444800,86400,2,15.76,15.66,15.315,15.765,15.76,15.66,15.315,15.765,1674777600,5.92,1.341549,-37.07143,986700,986700,4083508,3969410,3969410,15.57,15.58,800,800,3210035712,12.31,30.9,2.4219573,14.4038,20.131,1.965,0.12468274,USD,12940787712,-0.27751,180039662,191880992,22588366,19438373,1682640000,1685491200,0.1177,0.08078,0.91976,6.2,0.175,0,23.5,0.6625532,1672444800,1703980800,1680220800,-0.507,-429939008,-2.31,-0.42,-2.67,1237:1000,1500336000,9.764,43.209,-0.4425186,0.1712712,0.375,1674777600,NYQ,EQUITY,VNO,VNO,Vornado Realty Trust,Vornado Realty Trust,322151400,America/New_York,EDT,b8c0f769-4876-36a3-b6db-7047e7e89770,finmb_312648,-14400000,15.57,23.0,10.0,15.4,14.0,3.5,hold,10,1020164992,5.317,299496000,9082890240,4.089,4.498,1325389056,142.741,6.91,-0.00698,-0.06271,1030760000,137104368,719801984,-0.805,-0.028,0.3314,0.22597,-0.14222,USD,
