,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,100 First Stamford Place,Suite 700,Stamford,CT,06902,United States,203 622 3131,203 622 6080,https://www.unitedrentals.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,24600,6,7,2,1,3,1685577600,1672444800,86400,2,403.09,399.3,396.94,403.09,403.09,399.3,396.94,403.09,5.92,0.0147,1683590400,0.0476,1.816901,13.163667,9.429073,395192,395192,1006841,1022230,1022230,401.35,401.77,3200,800,27640252416,230.54,481.99,2.2285135,362.0232,361.196,1.48,0.0036716366,USD,40110841856,0.17649001,68388189,68731200,2784270,2900347,1682640000,1685491200,0.0405,0.00521,0.96963996,3.14,0.0461,0,103.431,3.8880992,1672444800,1703980800,1680220800,0.229,2188999936,30.55,42.65,0.68,3.234,10.424,0.6651107,0.1712712,1.48,1683590400,NYQ,EQUITY,URI,URI,"United Rentals, Inc.","United Rentals, Inc.",882455400,America/New_York,EDT,84473062-10a0-372a-894b-7d774799df1a,finmb_36005,-14400000,402.15,557.0,296.0,433.56,443.0,2.4,buy,18,99000000,1.44,3848000000,12504999936,1.009,1.15,12403000320,175.386,177.278,0.09663,0.33132,5023000000,1372875008,4486000128,0.281,0.302,0.42788,0.31024998,0.27921,USD,1.1512
