,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 North Fifth Street,PO Box 53999,Phoenix,AZ,85072-3999,United States,602 250 1000,https://www.pinnaclewest.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,5861,3,7,8,6,5,1685577600,1672444800,86400,2,83.25,83.25,81.78,83.14,83.25,83.25,81.78,83.14,3.46,0.0416,1682640000,0.8407,3.99,0.447887,20.376226,17.502106,291893,291893,730529,883900,883900,82.86,82.92,800,900,9415537664,59.03,84.59,2.0989609,79.4248,74.98805,3.43,0.0412012,USD,19317784576,0.10329001,112889049,113256000,3072739,2582441,1682640000,1685491200,0.0271,0.00488,0.90436,4.94,0.0311,0,53.41,1.5565437,1672444800,1703980800,1680220800,463348992,4.08,4.75,3.33,4.306,11.811,0.23718238,0.1712712,0.865,1682640000,NYQ,EQUITY,PNW,PNW,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,99153000,America/New_York,EDT,5577a000-de80-3cab-9a4a-c5471734a065,finmb_296957,-14400000,83.135,95.0,55.0,77.7,78.0,2.9,hold,10,6951000,0.061,1635625984,9780638720,0.342,1.014,4485809152,158.662,39.606,0.02219,0.07869,1707970000,-675506496,1112438016,0.206,0.38085,0.36462003,0.18117,USD,3.8751
