Date,Open,High,Low,Close,Adj Close,Volume
2022-06-01,205.66000366210938,207.3300018310547,201.50999450683594,202.7100067138672,201.1358184814453,577300
2022-06-02,203.0,211.4499969482422,202.05999755859375,211.25999450683594,209.61940002441406,462300
2022-06-03,209.44000244140625,210.00999450683594,206.07000732421875,208.30999755859375,206.69232177734375,462300
2022-06-06,212.9600067138672,214.0800018310547,209.17999267578125,210.85000610351562,209.21261596679688,486000
2022-06-07,208.00999450683594,214.91000366210938,207.32000732421875,214.5,212.83425903320312,566000
2022-06-08,212.52999877929688,214.22000122070312,211.5800018310547,212.27000427246094,210.62156677246094,339300
2022-06-09,210.94000244140625,212.94000244140625,208.3699951171875,208.61000061035156,206.989990234375,368700
2022-06-10,205.0399932861328,211.1999969482422,205.0399932861328,208.50999450683594,206.89077758789062,579400
2022-06-13,202.33999633789062,206.27000427246094,201.57000732421875,202.38999938964844,200.81829833984375,588800
2022-06-14,203.11000061035156,204.41000366210938,199.80999755859375,202.00999450683594,200.44125366210938,641500
2022-06-15,202.88999938964844,206.17999267578125,199.1300048828125,203.27999877929688,201.70140075683594,703100
2022-06-16,196.88999938964844,199.88999938964844,194.3000030517578,196.22999572753906,194.7061309814453,843700
2022-06-17,199.66000366210938,201.5500030517578,196.22999572753906,197.57000732421875,196.03573608398438,1267600
2022-06-21,200.72000122070312,202.1300048828125,199.47999572753906,201.50999450683594,199.94512939453125,832000
2022-06-22,199.17999267578125,203.77000427246094,199.17999267578125,202.97000122070312,201.39378356933594,888700
2022-06-23,204.3800048828125,207.94000244140625,203.0,207.49000549316406,205.87872314453125,865600
2022-06-24,210.85000610351562,211.5800018310547,208.1999969482422,211.5,209.85755920410156,1264800
2022-06-27,212.2100067138672,213.17999267578125,209.39999389648438,212.6199951171875,210.96885681152344,600400
2022-06-28,213.74000549316406,215.6199951171875,211.13999938964844,211.27000427246094,209.6293487548828,574900
2022-06-29,212.10000610351562,214.05999755859375,209.4199981689453,212.91000366210938,211.25660705566406,478700
2022-06-30,210.22999572753906,212.99000549316406,208.36000061035156,209.6300048828125,208.0020751953125,693600
2022-07-01,210.02000427246094,216.25999450683594,209.2899932861328,215.72000122070312,214.04478454589844,589900
2022-07-05,212.3300018310547,216.58999633789062,210.3000030517578,216.42999267578125,214.74925231933594,504600
2022-07-06,217.91000366210938,221.4499969482422,216.97999572753906,217.2899932861328,215.6025848388672,782000
2022-07-07,216.92999267578125,220.4499969482422,216.72999572753906,220.27999877929688,218.56936645507812,599200
2022-07-08,219.14999389648438,220.99000549316406,217.1999969482422,217.6699981689453,215.97964477539062,486800
2022-07-11,216.22000122070312,218.91000366210938,212.1999969482422,216.8699951171875,215.18585205078125,327800
2022-07-12,216.66000366210938,220.3699951171875,214.67999267578125,215.77999877929688,214.10430908203125,494600
2022-07-13,212.1999969482422,219.74000549316406,212.1999969482422,218.25,216.5551300048828,626800
2022-07-14,216.13999938964844,222.58999633789062,215.66000366210938,221.9199981689453,220.19664001464844,692000
2022-07-15,224.89999389648438,226.07000732421875,221.89999389648438,225.5,223.7488250732422,574300
2022-07-18,225.41000366210938,225.8800048828125,217.9499969482422,218.75999450683594,217.0611572265625,557200
2022-07-19,220.82000732421875,224.9199981689453,219.11000061035156,224.75999450683594,223.0145721435547,446600
2022-07-20,225.41000366210938,229.57000732421875,224.1699981689453,226.89999389648438,225.13795471191406,318900
2022-07-21,228.2899932861328,233.50999450683594,227.10000610351562,232.91000366210938,231.10128784179688,503600
2022-07-22,233.11000061035156,235.50999450683594,229.92999267578125,231.75,229.95028686523438,370800
2022-07-25,231.6699981689453,236.9199981689453,231.00999450683594,236.02000427246094,234.1871337890625,852300
2022-07-26,236.6999969482422,239.13999938964844,234.49000549316406,238.16000366210938,236.31051635742188,465300
2022-07-27,238.92999267578125,241.2100067138672,236.80999755859375,240.16000366210938,238.29498291015625,351800
2022-07-28,240.05999755859375,244.38999938964844,236.80999755859375,243.07000732421875,241.18240356445312,480700
2022-07-29,241.5399932861328,241.7899932861328,238.9499969482422,240.52000427246094,238.65219116210938,611300
2022-08-01,238.58999633789062,241.19000244140625,237.10000610351562,239.1999969482422,237.34243774414062,420500
2022-08-02,238.4600067138672,242.42999267578125,238.1300048828125,239.30999755859375,237.4515838623047,480700
2022-08-03,240.72000122070312,241.67999267578125,238.2100067138672,239.60000610351562,237.73934936523438,407000
2022-08-04,239.60000610351562,239.99000549316406,238.22999572753906,238.6999969482422,236.8463134765625,456300
2022-08-05,237.07000732421875,241.97000122070312,235.5800018310547,241.8000030517578,239.92225646972656,458800
2022-08-08,243.0,243.0500030517578,235.52000427246094,236.6300048828125,234.7924041748047,569400
2022-08-09,236.35000610351562,237.82000732421875,235.08999633789062,236.77999877929688,234.9412384033203,393200
2022-08-10,240.66000366210938,243.63999938964844,239.72000122070312,243.5800018310547,241.6884307861328,537600
2022-08-11,245.0,247.64999389648438,240.32000732421875,240.85000610351562,238.97962951660156,720500
2022-08-12,237.33999633789062,240.69000244140625,231.19000244140625,239.99000549316406,238.12631225585938,765300
2022-08-15,239.0,241.19000244140625,235.0,237.11000061035156,235.26866149902344,522800
2022-08-16,236.75999450683594,238.83999633789062,235.0500030517578,236.10000610351562,234.2665252685547,484300
2022-08-17,235.02999877929688,236.74000549316406,234.60000610351562,236.41000366210938,235.0120849609375,378800
2022-08-18,236.74000549316406,236.77999877929688,233.3300018310547,236.0,234.60450744628906,394500
2022-08-19,236.0,236.0,232.58999633789062,233.49000549316406,232.10934448242188,485400
2022-08-22,231.6300048828125,232.9499969482422,228.75,229.36000061035156,228.00376892089844,314000
2022-08-23,228.57000732421875,228.75999450683594,223.0800018310547,224.67999267578125,223.35142517089844,472200
2022-08-24,224.88999938964844,225.64999389648438,223.6199951171875,223.72000122070312,222.39712524414062,345500
2022-08-25,226.30999755859375,229.3800048828125,224.58999633789062,229.22999572753906,227.87452697753906,293500
2022-08-26,228.6300048828125,228.6300048828125,221.0399932861328,221.14999389648438,219.84231567382812,269500
2022-08-29,219.24000549316406,221.99000549316406,218.6999969482422,220.6300048828125,219.3253936767578,303600
2022-08-30,221.17999267578125,221.4199981689453,218.35000610351562,219.44000244140625,218.14244079589844,322700
2022-08-31,221.36000061035156,222.5500030517578,219.61000061035156,219.9199981689453,218.6195831298828,598600
2022-09-01,219.1300048828125,219.77999877929688,214.86000061035156,219.47999572753906,218.1821746826172,403200
2022-09-02,221.4199981689453,221.85000610351562,214.60000610351562,215.97999572753906,214.70286560058594,255800
2022-09-06,216.9199981689453,221.36000061035156,216.8699951171875,220.66000366210938,219.35520935058594,501100
2022-09-07,221.0,231.83999633789062,221.0,231.2899932861328,229.92233276367188,697800
2022-09-08,230.92999267578125,233.4199981689453,228.91000366210938,233.07000732421875,231.69183349609375,405900
2022-09-09,233.58999633789062,237.6199951171875,232.02999877929688,236.02999877929688,234.6343231201172,412200
2022-09-12,236.1199951171875,239.10000610351562,236.1199951171875,238.00999450683594,236.6026153564453,601300
2022-09-13,233.6199951171875,236.0,233.6199951171875,234.63999938964844,233.25254821777344,653400
2022-09-14,235.32000732421875,235.52999877929688,232.3300018310547,233.1999969482422,231.82106018066406,513200
2022-09-15,232.3800048828125,233.8000030517578,225.7899932861328,225.9499969482422,224.61392211914062,439200
2022-09-16,225.67999267578125,225.67999267578125,219.8800048828125,223.07000732421875,221.75096130371094,803300
2022-09-19,221.35000610351562,224.61000061035156,219.2899932861328,224.25999450683594,222.93392944335938,432200
2022-09-20,223.02000427246094,223.02000427246094,218.24000549316406,220.1999969482422,218.89791870117188,331100
2022-09-21,222.11000061035156,224.14999389648438,217.35000610351562,217.58999633789062,216.3033447265625,382000
2022-09-22,216.24000549316406,216.80999755859375,213.5500030517578,213.69000244140625,212.42642211914062,255600
2022-09-23,212.1699981689453,214.72000122070312,210.52999877929688,214.50999450683594,213.24156188964844,287500
2022-09-26,213.66000366210938,216.8699951171875,213.3800048828125,215.10000610351562,213.82809448242188,300100
2022-09-27,217.14999389648438,217.5800018310547,211.52000427246094,212.32000732421875,211.0645294189453,319500
2022-09-28,214.08999633789062,219.3699951171875,212.6300048828125,218.75,217.45651245117188,454000
2022-09-29,217.25,220.3000030517578,215.8300018310547,218.4600067138672,217.16822814941406,445200
2022-09-30,219.25999450683594,223.1300048828125,217.7100067138672,218.3000030517578,217.00917053222656,521200
2022-10-03,220.19000244140625,226.6199951171875,218.02999877929688,224.25,222.92398071289062,460600
2022-10-04,225.97999572753906,229.52000427246094,222.50999450683594,228.72999572753906,227.3774871826172,516200
2022-10-05,231.14999389648438,235.0,227.77999877929688,231.75999450683594,230.3895721435547,597700
2022-10-06,231.3300018310547,232.13999938964844,228.80999755859375,229.85000610351562,228.4908905029297,452500
2022-10-07,227.83999633789062,227.8699951171875,221.14999389648438,222.41000366210938,221.09486389160156,330400
2022-10-10,223.19000244140625,223.19000244140625,217.97999572753906,219.17999267578125,217.8839569091797,234100
2022-10-11,217.63999938964844,217.74000549316406,213.50999450683594,215.0,213.7286834716797,553300
2022-10-12,213.55999755859375,213.55999755859375,209.82000732421875,210.1300048828125,208.88748168945312,546500
2022-10-13,206.35000610351562,216.2100067138672,206.3000030517578,214.77999877929688,213.50997924804688,537900
2022-10-14,216.6699981689453,217.69000244140625,210.8000030517578,211.75,210.49789428710938,415100
2022-10-17,214.0500030517578,215.75,212.75,215.0,213.7286834716797,560500
2022-10-18,221.36000061035156,222.97000122070312,214.97000122070312,218.89999389648438,217.60562133789062,610300
2022-10-19,217.6300048828125,218.6300048828125,213.5,215.3000030517578,214.0269012451172,311200
2022-10-20,218.30999755859375,221.50999450683594,215.47999572753906,217.4199981689453,216.1343536376953,721900
2022-10-21,217.94000244140625,223.4600067138672,213.5,222.27999877929688,220.9656219482422,506800
2022-10-24,224.47000122070312,226.3300018310547,223.0,225.6300048828125,224.29583740234375,560400
2022-10-25,224.0,230.5500030517578,223.3300018310547,229.97999572753906,228.62008666992188,647400
2022-10-26,230.5,236.75,229.61000061035156,233.97000122070312,232.5865020751953,590100
2022-10-27,232.72000122070312,235.63999938964844,230.22000122070312,232.2899932861328,230.9164276123047,812900
2022-10-28,215.1199951171875,219.4499969482422,209.3000030517578,218.72999572753906,217.4365997314453,1228200
2022-10-31,218.4499969482422,224.11000061035156,217.64999389648438,223.69000244140625,222.3673095703125,715600
2022-11-01,225.24000549316406,225.5399932861328,219.00999450683594,220.8699951171875,219.56396484375,748100
2022-11-02,220.9499969482422,227.14999389648438,217.8699951171875,218.0,216.7109375,597800
2022-11-03,215.22999572753906,215.22999572753906,208.80999755859375,208.94000244140625,207.7045135498047,681600
2022-11-04,212.30999755859375,213.0399932861328,206.6699981689453,210.88999938964844,209.64297485351562,698700
2022-11-07,210.97999572753906,212.99000549316406,209.05999755859375,212.63999938964844,211.38262939453125,657800
2022-11-08,211.92999267578125,214.17999267578125,207.3800048828125,213.50999450683594,212.24746704101562,508800
2022-11-09,213.19000244140625,215.35000610351562,210.49000549316406,211.9600067138672,211.14178466796875,321000
2022-11-10,219.9600067138672,225.7100067138672,217.9600067138672,225.17999267578125,224.31072998046875,450100
2022-11-11,227.47999572753906,228.14999389648438,222.27000427246094,223.02999877929688,222.1690216064453,488800
2022-11-14,222.94000244140625,224.13999938964844,218.5,220.8800048828125,220.02734375,360700
2022-11-15,223.72000122070312,227.42999267578125,221.72000122070312,223.6300048828125,222.7667236328125,517700
2022-11-16,224.44000244140625,225.97999572753906,223.19000244140625,224.5800018310547,223.7130584716797,305600
2022-11-17,221.97000122070312,221.97000122070312,217.47000122070312,218.97999572753906,218.13467407226562,265100
2022-11-18,224.0399932861328,226.0399932861328,222.11000061035156,224.39999389648438,223.5337371826172,412800
2022-11-21,223.16000366210938,227.5399932861328,222.44000244140625,225.2100067138672,224.3406219482422,318300
2022-11-22,225.5399932861328,229.9600067138672,224.47000122070312,229.66000366210938,228.7734375,322000
2022-11-23,230.0,232.14999389648438,228.55999755859375,229.33999633789062,228.4546661376953,323300
2022-11-25,229.8000030517578,231.0,229.02999877929688,229.9199981689453,229.03244018554688,196400
2022-11-28,229.02999877929688,230.61000061035156,224.1699981689453,225.5399932861328,224.66932678222656,427600
2022-11-29,225.49000549316406,226.5,222.89999389648438,223.1999969482422,222.33836364746094,350200
2022-11-30,224.39999389648438,230.30999755859375,223.13999938964844,230.1999969482422,229.3113555908203,1124400
2022-12-01,231.82000732421875,232.80999755859375,228.11000061035156,229.33999633789062,228.4546661376953,476200
2022-12-02,227.5,234.3699951171875,227.5,232.89999389648438,232.0009307861328,368600
2022-12-05,229.80999755859375,229.80999755859375,219.02999877929688,219.35000610351562,218.5032501220703,495500
2022-12-06,218.39999389648438,218.94000244140625,215.77000427246094,217.72999572753906,216.88949584960938,603100
2022-12-07,218.6999969482422,224.3699951171875,218.6999969482422,222.17999267578125,221.32229614257812,492100
2022-12-08,222.89999389648438,224.24000549316406,220.8000030517578,222.5,221.64108276367188,773900
2022-12-09,221.8000030517578,222.42999267578125,219.57000732421875,219.67999267578125,218.8319549560547,293700
2022-12-12,220.97000122070312,221.5,219.22999572753906,220.89999389648438,220.0472412109375,539500
2022-12-13,227.5,227.5,222.61000061035156,223.6999969482422,222.83644104003906,503300
2022-12-14,224.52999877929688,225.0399932861328,219.13999938964844,220.86000061035156,220.00741577148438,623400
2022-12-15,218.69000244140625,225.17999267578125,214.13999938964844,215.0399932861328,214.20986938476562,551000
2022-12-16,213.77999877929688,214.42999267578125,208.08999633789062,209.8000030517578,208.9901123046875,963300
2022-12-19,209.47999572753906,210.0,206.91000366210938,209.14999389648438,208.3426055908203,578000
2022-12-20,209.0500030517578,209.92999267578125,207.0500030517578,208.91000366210938,208.10354614257812,490100
2022-12-21,210.27999877929688,211.02000427246094,208.1699981689453,210.13999938964844,209.32879638671875,784500
2022-12-22,209.55999755859375,210.91000366210938,206.0,209.13999938964844,208.3326416015625,429600
2022-12-23,208.3300018310547,208.97000122070312,206.5,208.32000732421875,207.51583862304688,565400
2022-12-27,208.88999938964844,210.39999389648438,205.8000030517578,206.88999938964844,206.09133911132812,663000
2022-12-28,206.88999938964844,208.49000549316406,205.1699981689453,205.77000427246094,204.97567749023438,469300
2022-12-29,208.0800018310547,210.24000549316406,206.97999572753906,209.3699951171875,208.561767578125,658900
2022-12-30,208.0,208.44000244140625,205.52999877929688,208.1300048828125,207.32655334472656,359700
2023-01-03,210.07000732421875,211.25,206.05999755859375,209.11000061035156,208.30276489257812,604700
2023-01-04,211.69000244140625,214.3800048828125,209.30999755859375,210.89999389648438,210.0858612060547,774400
2023-01-05,209.0,210.0,204.4499969482422,205.07000732421875,204.2783660888672,741800
2023-01-06,206.60000610351562,211.61000061035156,202.0399932861328,208.88999938964844,208.0836181640625,1002900
2023-01-09,210.99000549316406,213.02000427246094,209.55999755859375,209.69000244140625,208.8805389404297,625500
2023-01-10,210.85000610351562,214.91000366210938,210.85000610351562,212.67999267578125,211.85897827148438,677800
2023-01-11,214.16000366210938,214.75,212.13999938964844,214.52999877929688,213.70184326171875,843000
2023-01-12,214.2899932861328,214.6199951171875,211.88999938964844,214.0,213.17388916015625,462600
2023-01-13,214.49000549316406,218.72000122070312,214.25999450683594,218.10000610351562,217.258056640625,661100
2023-01-17,220.42999267578125,225.7899932861328,220.22999572753906,225.3800048828125,224.5099639892578,637900
2023-01-18,230.0,231.94000244140625,225.1300048828125,225.97000122070312,225.09768676757812,714900
2023-01-19,226.07000732421875,230.47000122070312,226.0,229.3000030517578,228.41482543945312,680700
2023-01-20,230.32000732421875,235.6199951171875,229.6300048828125,234.72999572753906,233.82386779785156,914600
2023-01-23,233.4600067138672,239.36000061035156,233.00999450683594,236.52999877929688,235.61691284179688,671900
2023-01-24,235.1999969482422,235.8699951171875,232.61000061035156,233.6199951171875,232.7181396484375,463500
2023-01-25,231.25,231.86000061035156,228.50999450683594,231.16000366210938,230.2676544189453,711300
2023-01-26,231.17999267578125,233.60000610351562,230.22999572753906,232.1699981689453,231.27374267578125,538300
2023-01-27,235.50999450683594,235.52999877929688,221.5800018310547,224.58999633789062,223.72300720214844,1179900
2023-01-30,221.8699951171875,224.8300018310547,219.39999389648438,222.7100067138672,221.8502655029297,620500
2023-01-31,223.88999938964844,228.42999267578125,223.3699951171875,228.3699951171875,227.48841857910156,650400
2023-02-01,229.07000732421875,231.8300018310547,224.14999389648438,229.02000427246094,228.1359100341797,835600
2023-02-02,229.0,229.8300018310547,225.4600067138672,226.61000061035156,225.73521423339844,781800
2023-02-03,224.5,227.25,223.27999877929688,224.60000610351562,223.7329864501953,536700
2023-02-06,222.88999938964844,223.24000549316406,219.75999450683594,221.4600067138672,220.6051025390625,487800
